GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
LOC101927272	5.2177	5.1506	4.7282	5.5161	5.6068	6.441	4.0579	3.1973	4.2494	4.3269
LOC101927273	5.3011	5.8717	6.0199	7.7474	4.1287	5.8741	5.3884	6.2473	3.1003	3.3327
LOC101927274	6.9744	5.4668	5.9217	6.784	6.5452	4.7071	6.3098	4.6384	4.1945	4.9934
LOC101927278	5.7839	5.2714	5.214	7.3605	5.207	3.8686	4.2851	6.262	4.4479	4.6134
LOC101927282	5.7727	4.9174	5.9472	6.0683	3.9214	4.4668	2.8458	3.7218	3.6859	4.5476
LOC101927286	6.3816	4.1345	7.088	7.6142	4.7004	5.579	5.7256	4.6835	4.454	6.4728
LOC101927287	5.845	4.7557	7.0058	7.2528	4.6891	6.8808	6.3877	2.9999	4.4463	4.6204
LOC101927292	5.9481	3.6738	6.7866	8.2226	4.4373	5.1771	5.2863	3.997	4.6627	6.5457
LOC101927305	4.9987	6.3218	4.2516	7.036	3.4493	4.1568	2.0351	4.1508	4.5923	4.8138
LOC101927310	3.9535	5.8631	7.0691	5.2507	5.9826	5.1589	6.4769	5.8716	3.2631	6.231
LOC101927313	5.5813	4.1819	6.024	8.0965	6.1463	4.6346	4.9889	4.4159	3.0698	4.7741
LOC101927314	5.979	5.6885	6.2953	6.3982	5.0629	6.8606	5.0905	3.5526	3.704	6.5255
LOC101927330	7.8243	5.6886	6.899	7.462	5.155	6.8647	6.7942	5.2116	3.7121	6.5834
LOC101927331	6.4184	4.7082	7.0655	5.7025	5.1274	4.445	3.306	3.538	4.573	4.491
LOC101927340	5.0236	5.5713	6.4944	8.0387	5.8279	5.7602	6.7066	5.8099	5.1335	5.9923
LOC101927342	4.8753	4.0964	4.2132	7.9329	4.0493	5.74	3.0495	3.6478	4.0165	4.713
LOC101927346	5.4026	4.2099	5.7633	5.8286	5.3591	4.8347	5.3754	5.4133	3.8623	4.1346
LOC101927348	5.124	5.6616	4.2072	5.7809	3.3766	5.8505	5.2392	4.7798	4.924	5.4276
LOC101927358	5.9759	5.0915	5.6818	7.6892	5.5064	5.1018	5.0543	5.4795	4.2381	6.28
LOC101927359	5.055	4.5415	5.2938	7.3973	3.846	5.8582	4.5592	4.5267	3.976	5.0384
LOC101927362	6.0268	6.7515	8.1606	7.8403	6.8576	6.8809	7.1252	6.2389	5.7564	4.9133
LOC101927363	6.303	4.0506	6.4287	5.176	5.4163	6.1809	5.2378	4.0581	3.1552	6.5278
LOC101927365	8.4137	6.9506	8.1802	7.1802	8.5769	8.3025	7.9824	7.6456	7.2476	8.0517
LOC101927377	5.9177	6.7143	7.6514	9.2062	5.8421	5.7734	6.9372	6.4615	5.303	7.2415
LOC101927379	6.4956	6.0103	5.6012	7.5024	4.6056	4.3865	4.8689	5.9526	4.2872	5.2556
LOC101927380	4.7508	5.0368	5.4128	7.7161	6.6225	5.3131	4.5077	6.0225	3.0308	6.5201
LOC101927382 /// PAX8-AS1	6.3754	3.9218	5.3421	4.1873	4.1082	5.081	2.9231	5.2666	6.8869	7.444
LOC101927391	6.3126	6.7362	6.1382	8.5926	4.9954	5.1759	5.679	4.6883	5.2038	5.2215
LOC101927396	4.1172	4.5796	6.8354	7.4888	4.2851	5.3562	3.5942	2.932	3.428	6.6195
LOC101927406	5.8277	5.4219	6.6387	8.1362	4.5232	5.2142	5.7887	6.2042	4.1319	4.9089
LOC101927410	6.3722	4.2632	6.2678	6.0258	5.1463	5.0277	4.8516	4.6329	4.3417	5.054
LOC101927411	3.7899	5.0907	4.3337	7.0242	4.376	3.8686	5.0619	2.7241	2.8787	5.1069
LOC101927416	5.7309	6.1192	6.7974	6.5677	4.0428	6.6144	6.3	4.5932	4.6566	6.3674
LOC101927417	5.9945	5.587	5.0705	7.9599	3.8608	6.4244	4.9784	4.1867	3.6694	6.2954
LOC101927420	8.2684	8.0551	8.7385	8.1814	8.3868	8.3367	8.3838	8.1477	8.1934	7.9622
LOC101927424 /// LOC101929800 /// LOC440896	5.7759	6.3136	8.9718	7.9934	5.8338	5.302	7.3612	5.1206	4.2787	7.6476
LOC101927424 /// LOC101929800 /// LOC440896 /// PGM5	4.6129	3.8302	5.4574	7.03	4.0327	4.6916	5.5319	2.2505	1.6084	4.6011
LOC101927438	5.1326	5.7322	8.2109	5.7133	5.6732	6.647	6.6776	4.7234	6.2362	7.5807
LOC101927447	6.2722	5.4155	5.3444	7.0237	4.2146	4.9523	3.0926	5.0219	3.6098	5.0434
LOC101927450	4.8514	5.0767	5.8771	5.7025	3.5066	4.5253	5.9129	3.9311	2.9344	6.6648
LOC101927451	9.0132	7.7954	8.3727	7.0577	8.0401	7.4347	8.5213	8.3495	7.6701	8.3488
LOC101927458 /// LPHN2	4.8216	6.2954	6.8171	8.8978	5.0257	7.0453	5.4028	5.4561	3.3775	6.5811
LOC101927460	5.893	4.7297	5.3337	8.3475	5.2358	6.3763	5.169	4.2133	4.708	3.5327
LOC101927468 /// LOC101929257 /// LOC102724558	5.6472	8.708	7.5787	6.4696	6.5249	7.1254	5.4248	7.0153	6.0323	6.7331
LOC101927479	4.5765	3.6827	5.1551	4.1873	3.8035	3.8007	3.4568	3.0394	1.8677	5.5168
LOC101927482	4.8609	4.7506	6.5891	7.7753	3.745	5.7221	3.3412	5.4219	4.0024	6.4557
LOC101927490	4.4053	5.4887	7.2731	8.6416	3.3718	5.8977	4.5914	5.2618	2.9856	3.5184
LOC101927494	4.8647	4.9109	5.4698	6.7406	4.4516	5.5918	6.3073	3.8277	4.3471	6.5328
LOC101927495	5.489	5.1998	5.3793	5.1004	4.015	4.0889	3.9753	4.9446	4.0443	4.866
LOC101927499	6.4259	4.3782	6.411	6.444	4.7409	5.4973	5.2321	4.8018	4.7571	3.8639
LOC101927502	5.0081	4.4812	5.4549	8.1709	3.5039	4.7225	4.7457	3.8969	3.4825	6.0235
LOC101927503	5.3532	4.651	5.7991	6.7709	5.6284	5.899	5.8472	6.1661	5.8489	6.0039
LOC101927507	6.0728	4.4449	7.0676	7.6178	4.4113	4.6742	4.6547	4.8856	4.0085	4.9508
LOC101927508	6.4993	5.494	7.2976	7.4069	5.6466	4.0601	5.0466	4.1281	3.0872	5.9541
LOC101927513	7.0316	7.1766	7.8074	8.0037	5.3407	6.5757	6.7792	6.9989	6.8312	7.5308
LOC101927523	7.3953	5.3912	5.177	8.5705	5.7484	5.3078	7.1398	5.6324	5.247	6.7641
LOC101927526	4.4798	6.4714	4.3132	8.3414	5.4654	6.5464	2.8218	4.766	3.7722	4.7568
LOC101927531	5.239	5.8553	5.4857	8.388	5.2239	6.0379	6.9649	6.9615	4.2215	7.3969
LOC101927534	7.5641	7.5563	7.2054	9.4922	6.8773	5.3375	6.2697	5.5178	6.4246	6.8803
LOC101927537	6.8267	6.7956	5.4333	8.4696	6.6285	5.9171	5.9763	6.3371	6.4566	7.7115
LOC101927539	6.1462	4.5257	6.3915	6.246	3.9498	4.328	4.0619	6.1612	4.5067	4.4138
LOC101927543	5.7867	6.706	5.8564	6.2673	6.2174	6.7577	6.1667	5.0328	5.6425	5.2431
LOC101927550	5.2628	5.7462	6.0009	8.553	5.5597	5.2613	6.3251	5.4186	5.6967	7.4126
LOC101927552	6.7882	5.0973	6.8711	10.0093	5.9017	6.8083	6.6811	6.075	6.212	6.9892
LOC101927553	5.2833	6.6799	6.8326	9.0185	5.7287	6.2263	7.2118	4.9609	4.0723	4.972
LOC101927560 /// LOC101927587	5.4454	4.412	5.8142	7.2188	5.2876	5.1111	5.8199	4.9273	4.2363	7.0482
LOC101927579 /// LOC101928042	7.1926	6.2557	7.4662	5.537	6.4038	6.9572	6.9338	7.3634	6.6149	7.805
LOC101927582	6.0382	6.5762	7.6946	5.8223	5.6272	6.0663	5.531	5.7834	4.7721	4.9692
LOC101927588	6.5023	4.906	7.3902	6.2207	4.7303	6.1144	6.4239	6.8541	5.2529	7.4286
LOC101927592	5.5529	6.165	6.8683	6.3543	4.3012	4.5739	5.9641	5.3407	3.4069	4.9514
LOC101927599	5.6916	7.4794	5.822	8.5298	4.3138	6.4156	4.9947	7.025	6.4044	5.5969
LOC101927603	6.9817	6.0246	7.2811	8.5045	6.5289	5.0747	6.2031	6.1764	5.489	6.2763
LOC101927604	6.3267	5.652	7.2501	7.9106	6.2257	5.4878	5.6325	5.2878	4.3613	6.0459
LOC101927606	6.5823	6.36	5.0773	7.8727	6.1124	6.085	6.4921	5.0027	6.4989	7.4524
LOC101927608	6.4346	7.2386	6.9639	6.8347	6.9328	4.7953	6.9355	5.68	5.9899	6.9537
LOC101927609	4.7153	7.5419	6.1902	7.5624	5.3595	6.5839	6.79	7.3364	5.5034	6.9337
LOC101927616	6.2497	5.4581	6.296	7.3855	5.5107	4.9327	6.5045	5.3933	5.5401	6.3522
LOC101927620	6.266	6.0913	7.0415	5.8971	5.629	5.8412	4.0073	5.0911	6.0959	5.3258
LOC101927623	5.5936	4.7591	6.193	7.1558	3.9966	4.7411	4.7989	4.3206	4.4412	4.389
LOC101927640	6.1165	4.8955	7.0711	7.3974	6.7498	6.4714	6.996	4.4419	6.0718	7.1051
LOC101927641	4.3516	4.0114	4.702	7.0253	4.0732	4.4977	4.7774	4.3577	4.4341	3.9224
LOC101927648	6.788	6.9804	6.0638	7.3868	6.1786	6.0989	6.1741	5.4734	5.5292	6.8693
LOC101927650	4.6398	6.3804	5.5357	8.4601	5.7953	5.3617	5.0935	6.0215	4.3478	6.6446
LOC101927651	5.2612	5.1155	7.0343	6.9074	5.4337	4.9915	5.8094	3.6396	4.1994	6.4895
LOC101927653	5.5644	6.2145	6.3183	9.006	4.978	6.2873	5.7904	5.0056	4.9954	3.5912
LOC101927657	6.3018	5.358	6.923	6.7179	6.5004	5.7085	4.2759	3.6027	5.3678	6.8457
LOC101927660	5.4055	3.2127	5.7222	8.1147	4.5983	4.3731	5.0965	4.625	4.3445	5.3588
LOC101927667	6.8413	4.9991	5.0691	6.8311	4.6785	4.4708	5.1042	5.0782	4.522	4.6505
LOC101927668	6.1396	5.1937	4.9197	8.2168	5.3187	5.7512	5.8857	6.041	4.3344	5.5441
LOC101927668 /// MACC1	6.5266	4.8747	7.5067	6.2265	4.6448	5.8457	6.6709	5.2173	5.0221	3.8731
LOC101927673 /// OTUB1	11.2574	11.1156	11.3446	10.3198	11.6631	11.6636	11.3394	11.3906	11.1329	10.6027
LOC101927675	5.3509	5.5568	7.6446	7.6554	6.235	7.029	6.414	4.1008	5.8639	6.0891
LOC101927690	4.7014	5.4127	6.4148	8.7522	5.6075	4.7119	6.8034	6.1495	2.7932	7.6065
LOC101927699	5.7522	5.716	6.1798	8.7326	4.9579	5.4515	6.3708	6.1257	5.044	5.7172
LOC101927701	6.4056	4.9909	6.3324	8.4598	4.5242	5.4349	6.5323	5.8286	4.3061	6.3053
LOC101927702	6.1132	6.06	7.3647	6.7908	4.2004	6.4248	5.9247	5.0688	4.1196	6.648
LOC101927703	6.4309	6.0379	5.5141	9.0075	7.1074	5.3408	7.957	6.5311	5.6225	6.8695
LOC101927705 /// P4HA2	8.015	8.5719	5.1377	5.6198	9.27	6.9504	6.2994	5.3853	8.5553	7.7279
LOC101927709	5.6445	4.1917	5.3815	6.4853	2.8338	3.5414	4.0867	4.1957	2.0678	6.4488
LOC101927710	6.4958	5.5087	6.6899	8.578	6.9456	6.5262	6.8924	6.6333	6.2538	6.5773
LOC101927719	5.4708	5.8258	4.4516	4.6103	2.5745	4.8656	5.3235	5.872	5.8732	4.6621
LOC101927720	4.5765	7.6402	5.3771	6.9533	6.8875	4.1031	4.464	4.0756	3.1144	3.8433
LOC101927722	5.0351	4.9533	3.7236	8.4696	5.7841	4.5098	3.2715	3.7723	4.8891	7.286
LOC101927723	5.1671	3.4805	6.3112	6.6894	3.5584	4.3435	3.4097	1.5824	2.4168	4.2647
LOC101927734	6.0021	5.0159	7.1118	5.2552	3.275	5.4957	4.4241	2.909	4.6455	5.3934
LOC101927735	4.9765	5.3942	5.0101	7.7084	4.5685	4.1568	4.0932	4.8614	4.534	5.6523
LOC101927746	6.4435	4.1774	5.5697	7.0565	3.8015	5.8176	3.5731	4.0011	5.4329	6.587
LOC101927752	6.4895	7.5437	5.6273	9.6777	7.3789	7.9473	6.5333	9.3102	6.4576	6.5492
LOC101927760	5.198	4.7574	6.4256	7.628	3.7577	5.897	5.3671	4.1697	3.0955	5.4218
LOC101927761	6.5757	5.6111	6.5836	7.4419	5.5263	4.8521	3.8125	5.107	3.8685	6.3546
LOC101927766	6.2586	7.6744	7.0307	8.457	7.147	5.8991	7.5092	7.5909	6.36	7.4496
LOC101927768 /// LOC101927794	4.5192	3.3802	6.8391	6.396	3.7169	3.8007	4.4566	3.3229	5.0573	4.6582
LOC101927769	6.3441	6.5412	7.693	6.0402	6.356	6.845	5.6383	6.7208	5.4773	7.5331
LOC101927770	6.7188	6.6037	7.6688	8.5697	6.1676	7.4163	7.6827	7.202	6.2009	6.6216
LOC101927783	4.769	4.6308	4.7209	5.4682	5.6189	6.4585	5.602	4.412	4.1866	4.2849
LOC101927787	6.4148	5.8954	5.6173	8.9798	4.0897	5.8681	7.2805	2.7453	4.6685	3.0848
LOC101927792	4.9584	5.4807	6.7802	6.1187	5.3825	3.8007	3.3645	4.4883	4.1079	6.0507
LOC101927798	6.0302	5.4836	8.0369	8.0988	6.1302	4.5301	4.5745	5.3222	5.0267	5.7946
LOC101927809	6.3141	4.047	7.8765	7.9363	6.1868	5.1341	6.4816	5.8673	5.5679	6.8595
LOC101927811	6.6779	5.7845	7.1714	8.1238	4.9823	5.2088	7.0116	6.3782	4.7477	4.7273
LOC101927814	5.8174	5.0552	4.1721	7.1893	6.1325	6.2726	4.646	5.6357	4.4826	6.229
LOC101927815	7.1518	5.8821	6.2625	8.6243	6.6041	6.3592	6.5352	5.6445	6.2263	4.4256
LOC101927820	4.7956	4.2859	5.122	8.2239	5.9171	6.5865	4.6566	3.7582	3.4657	4.6128
LOC101927824	5.3548	6.7827	6.0334	7.4722	5.3841	5.0843	3.9909	5.7563	3.8341	5.4109
LOC101927829	5.1144	3.6396	5.8985	6.5521	4.2735	3.705	2.8894	2.126	2.0993	4.2821
LOC101927830 /// TMLHE-AS1	6.3609	4.4077	5.0574	6.5045	5.6869	5.0162	6.4612	5.0167	5.1429	5.0177
LOC101927839	3.7899	4.5837	7.1788	6.4711	4.6004	5.0143	5.4605	4.8023	4.0597	4.866
LOC101927841	8.7016	9.8217	10.0412	6.7642	10.4679	10.9835	7.4948	8.2466	7.9462	8.708
LOC101927843	4.7401	4.1134	5.6859	4.9472	5.6219	5.202	3.398	2.903	4.1315	6.217
LOC101927849	4.9308	5.6197	5.6117	8.9149	6.0796	4.4668	4.7459	4.9899	3.3486	6.8294
LOC101927865	6.3427	4.6081	5.578	6.0615	5.5214	4.085	5.8578	4.6844	4.57	6.9441
LOC101927869	6.8257	5.4929	6.7241	7.783	4.5759	5.3657	5.8796	5.2767	3.9463	4.5043
LOC101927870	6.6624	4.2597	6.8454	8.3048	4.437	5.8366	4.6248	3.7074	3.1863	6.2282
LOC101927876	4.3335	4.8436	4.1363	5.2009	5.0816	4.8553	3.8393	4.1438	3.8671	5.9922
LOC101927877	6.3147	4.1811	5.5911	8.1336	4.5201	5.7927	6.7387	6.3545	5.4525	5.0171
LOC101927884	5.4115	5.6098	6.3367	8.3422	5.5545	6.4854	6.5677	4.5808	4.0517	3.8208
LOC101927886	9.9248	11.6349	9.6672	9.547	10.4787	9.1301	8.2	10.0161	10.9328	10.7034
LOC101927900	5.4877	5.9621	5.7204	8.6326	6.1908	6.1898	5.2701	5.0954	5.2848	7.3215
LOC101927901	4.6444	4.8949	7.0041	6.482	3.686	4.2095	4.6716	5.5703	4.4963	5.2712
LOC101927907	4.1172	5.0409	5.6595	7.1121	4.5531	4.7071	4.2912	4.4922	2.7714	7.06
LOC101927914	4.5374	4.3811	4.1986	6.705	4.6689	5.9675	4.6536	5.0494	2.7603	6.1013
LOC101927929	6.9595	7.1255	6.2134	6.5242	6.848	5.0162	5.5778	6.2935	6.2552	6.8296
LOC101927933 /// LRRC8C	8.7018	9.757	8.6148	9.6683	8.3867	8.9279	10.4025	10.0011	10.8491	11.1086
LOC101927934	5.296	4.4292	6.4823	8.1374	6.5409	4.3098	6.0437	5.8679	5.2601	4.7714
LOC101927943	3.9535	4.6196	6.4236	7.3927	3.8918	4.3959	4.4453	4.8539	2.7714	5.1963
LOC101927948	5.6791	4.8717	6.7562	7.4754	5.6984	5.5159	5.6849	5.5738	3.9475	7.4646
LOC101927950	5.3691	6.0147	6.6359	7.1516	5.7973	5.656	6.546	6.515	5.0314	6.4772
LOC101927965 /// LRAT	6.6054	4.6383	6.045	8.6737	3.9745	5.6305	4.9303	3.7491	4.0778	4.9752
LOC101927967	4.1698	3.8779	5.587	8.9811	3.3536	5.4827	4.7731	4.3165	4.6746	4.8133
LOC101927972	4.5765	2.6509	4.6483	7.1869	4.6621	5.2628	3.7468	3.6142	4.3652	5.4386
LOC101927974	7.4275	6.2998	7.7374	8.617	8.6489	8.7449	5.5577	6.3249	4.9203	4.0143
LOC101927988	4.9326	4.6711	5.8707	7.1346	4.7599	5.0181	4.4418	4.431	2.0314	5.0003
LOC101927990	4.5871	3.2663	5.3135	7.0179	3.8988	5.4168	3.0628	3.7258	3.0084	5.5254
LOC101928000	9.7609	11.063	11.4109	9.3141	10.9153	11.1433	8.7846	9.8095	10.2796	9.7468
LOC101928001	5.662	5.0322	6.7251	7.747	4.1872	5.5205	4.4932	5.3843	4.1847	4.7331
LOC101928002	4.902	3.3236	5.0753	6.3549	2.9544	4.7905	6.3002	5.0802	4.2661	6.0517
LOC101928009	5.6272	4.2368	5.8305	8.1601	6.1865	5.4701	5.3818	5.2953	4.1154	4.3133
LOC101928012	4.5732	3.5363	5.5791	7.6538	3.7172	4.285	3.187	4.3773	1.8919	6.2993
LOC101928014	4.5968	6.4202	4.2974	5.7666	4.2096	4.9812	6.2992	6.7334	5.8315	5.2943
LOC101928020	5.9598	4.7834	6.5922	5.4164	5.1711	6.8669	4.9222	5.7066	6.1924	6.8546
LOC101928031	4.9409	5.1403	7.6821	6.9	4.9704	5.6868	5.425	4.1375	5.0407	3.4572
LOC101928035	5.0736	3.3514	5.7418	7.663	4.1557	4.5205	5.0339	3.1546	3.0496	6.6131
LOC101928043	6.3221	5.8092	4.4638	6.994	5.2966	5.8129	6.3504	5.5133	6.0768	6.6412
LOC101928045	5.9967	6.2096	6.9717	6.5501	6.1342	4.728	6.5609	6.0486	5.6221	5.6321
LOC101928047	6.153	3.7909	5.2928	6.3917	6.1838	5.9197	6.6418	6.4348	2.7594	4.4317
LOC101928052	4.1172	5.5403	7.1184	5.9808	3.6306	5.5412	4.2971	2.8869	4.9986	6.0429
LOC101928054	11.7249	8.9214	9.1288	9.0454	9.1968	8.244	8.7772	10.1832	10.1583	8.3754
LOC101928061 /// SERP1	13.3412	14.2069	13.8448	14.5676	13.7197	13.7779	13.4713	13.9086	13.5394	13.5496
LOC101928068	8.0768	9.1921	6.7464	9.0454	8.0872	7.7117	7.3359	9.3735	7.1273	7.2155
LOC101928069	7.9498	7.9751	7.6709	9.2223	7.3479	7.2589	7.5767	7.8705	6.9301	6.7674
LOC101928076	6.7893	3.7049	7.8162	5.5109	4.468	5.1064	3.9389	3.9629	4.3604	6.4189
LOC101928082 /// SH2D6	7.2762	5.9711	6.3168	5.3073	7.0636	6.0444	6.6817	6.3344	4.8256	7.224
LOC101928087	6.2466	5.4396	5.131	6.8173	5.2269	5.7326	6.774	6.7158	6.0097	6.2152
LOC101928098	6.4074	6.8347	5.5183	8.6364	6.348	4.8097	5.6352	5.6562	5.6897	5.5891
LOC101928099	4.5335	3.7621	5.244	8.0686	6.6649	7.1685	5.8394	4.6664	5.2554	4.6131
LOC101928100	5.8472	7.2262	8.5175	7.0392	6.5634	6.4736	6.8934	7.7086	7.0962	7.8668
LOC101928101	4.6129	3.9218	3.6368	6.5828	4.7909	5.0835	4.4451	3.2122	1.9356	4.0639
LOC101928102 /// LOC102723678 /// LOC102723709	7.93	7.3097	6.6584	8.6957	5.5816	6.977	7.1703	10.247	8.2379	9.0382
LOC101928104	6.8671	7.0725	5.8573	7.9649	6.455	5.7571	6.5092	6.188	5.6931	6.569
LOC101928107	5.3543	2.9102	7.1738	6.0595	4.8473	4.7969	5.2204	3.2212	2.2772	4.1481
LOC101928111	5.699	6.141	7.6579	8.3931	4.7955	5.9346	7.5256	7.0506	5.0901	5.912
LOC101928123	6.4788	5.7587	6.4411	5.9894	4.6937	5.6539	6.0705	4.9042	5.1804	5.5514
LOC101928132	5.9577	5.7689	6.0394	7.497	6.6875	5.5443	5.9944	6.1598	5.1202	6.8354
LOC101928134	7.0746	7.324	7.3415	7.5822	6.1787	6.7938	7.4697	6.3367	4.9702	3.8102
LOC101928135	5.0668	3.7624	6.3009	7.5146	3.3181	6.074	5.5769	4.3351	4.7795	5.3071
LOC101928139	5.229	6.8603	7.3312	8.2231	3.651	4.3644	6.7778	5.7978	5.7973	6.8066
LOC101928140	4.4053	3.6961	4.4293	6.1712	4.0899	3.8007	2.8803	2.9617	4.5341	4.9295
LOC101928143 /// LOC101930388 /// NUMB	8.8301	8.545	8.8898	8.8135	9.206	9.1469	9.7994	9.823	9.639	10.1593
LOC101928144	6.2694	5.7043	6.3122	6.7088	6.2066	7.3964	6.5801	6.0729	6.3452	4.0821
LOC101928152	5.0008	4.9437	7.2068	7.5861	5.0251	6.8761	7.1474	5.3512	3.8091	4.9475
LOC101928157	5.1827	6.4383	7.3054	6.6786	6.2532	6.9215	5.8056	6.0053	5.0466	7.0859
LOC101928160 /// ZNF707	6.7865	6.8378	7.6723	6.2433	6.7132	6.7275	6.5915	7.5817	7.1213	5.8104
LOC101928161	5.2412	4.249	4.9808	6.9538	2.7381	5.586	5.2807	2.1978	4.5047	6.641
LOC101928162	4.9232	4.4682	6.5007	7.52	3.933	5.0477	4.3381	4.5879	2.9329	5.8615
LOC101928167	4.7583	5.0226	4.2811	6.5851	4.419	5.6425	4.0603	3.1445	4.2572	5.6128
LOC101928173	5.5844	7.4103	4.9309	8.293	5.6096	5.6728	8.8401	3.7205	4.501	5.9857
LOC101928185	6.2107	5.3108	5.4354	7.6586	5.0998	4.7589	6.6186	6.1897	4.7741	5.8606
LOC101928189 /// RSRP1	11.2154	11.9223	10.9073	12.4449	12.2543	11.8728	12.988	14.073	12.1653	12.5104
LOC101928190	4.3172	3.4375	6.5032	5.6702	3.4244	4.3644	3.0628	4.5587	2.8138	3.5145
LOC101928191	6.6806	6.6706	8.1147	9.2732	7.1004	4.9232	6.6388	6.0549	5.9464	6.9077
LOC101928196	6.824	3.4739	5.9356	4.706	5.7232	4.4708	6.0228	4.0023	4.2475	6.8918
LOC101928198 /// MFAP3L	6.2491	6.7218	7.4263	8.1675	6.2252	6.5128	7.5811	7.8014	6.8344	7.4718
LOC101928200	5.2297	5.7957	8.4072	7.9293	5.8096	5.3375	6.1057	4.2834	3.6584	5.7884
LOC101928201	6.4836	4.3183	6.4691	7.3038	4.6036	5.3466	5.9164	3.0323	4.5768	3.9414
LOC101928205	6.5297	6.5569	5.0765	8.3986	5.6201	5.712	6.8337	6.5165	5.8104	8.0175
LOC101928207	5.656	5.1632	6.7918	6.0271	5.0888	5.4385	4.6657	6.1259	3.4426	5.9104
LOC101928211	4.5192	3.319	5.7	5.0191	4.0863	5.198	5.4108	4.1966	4.3469	6.305
LOC101928221	5.7556	7.2204	5.9367	9.1325	6.1757	4.5098	7.4886	6.4133	5.7642	7.4202
LOC101928222	5.862	5.1195	3.4981	5.2807	4.2062	3.9644	4.6657	4.0694	3.3824	5.7903
LOC101928230	5.4026	4.9784	6.6004	8.7113	7.0828	4.6529	6.5798	5.16	5.2933	5.5333
LOC101928231	5.1853	4.058	5.5207	7.1916	4.3106	5.2296	5.1455	3.0431	3.4495	6.0922
LOC101928243	6.8684	6.4062	7.2247	8.3473	6.3248	6.1468	7.0369	5.5469	5.1028	6.9423
LOC101928245	5.5368	5.3594	6.5154	8.9341	5.0868	5.7435	6.4091	5.8535	4.5277	5.3197
LOC101928251	4.928	5.084	5.312	4.4467	3.429	3.5414	4.0163	4.6263	3.6213	4.3063
LOC101928255	6.4727	4.6084	5.2313	7.6131	5.3309	6.0175	6.2587	5.3633	4.7585	5.6064
LOC101928259	4.0492	4.0281	8.04	7.9277	3.7739	5.6996	3.7256	4.6695	2.8442	4.0713
LOC101928269	6.2162	4.8473	5.401	7.899	5.2385	6.5407	6.018	6.1709	5.6443	5.875
LOC101928271	4.8216	3.6624	4.0972	6.2314	5.0323	5.0162	4.0449	4.4785	1.6084	4.3528
LOC101928273	5.3623	5.7876	6.1087	5.2764	4.9857	5.8377	4.8842	4.1887	3.0919	6.4107
LOC101928274 /// VSIG10	6.5815	6.4472	7.0869	8.6603	5.9627	6.6972	6.7971	10.8441	7.9249	10.4121
LOC101928278	5.2735	5.1734	4.5088	7.747	4.5416	7.051	3.8724	5.543	5.1988	6.3187
LOC101928283	5.6265	5.3634	6.3037	7.1173	4.4836	6.0683	4.8047	5.1042	2.8545	4.7869
LOC101928284	6.1619	4.5231	6.5847	8.1699	2.8338	6.2927	6.5817	4.319	3.2124	8.0917
LOC101928288	4.3765	5.0545	7.0652	8.5964	5.5102	7.1736	4.6634	6.2413	2.668	6.2892
LOC101928290 /// LOC101928317	6.3783	5.4354	5.6091	4.351	4.8783	4.9375	6.7766	3.9353	3.7033	5.1285
LOC101928298	4.7153	3.8666	5.7338	7.5841	3.5873	4.1031	3.8379	3.6908	2.1158	5.2214
LOC101928303	5.5059	4.0907	6.3368	5.9712	4.8365	4.2141	4.3878	5.3932	4.6785	6.3874
LOC101928304	5.7158	5.3951	3.1181	7.1563	6.2089	6.2242	5.9418	3.0703	5.4442	6.3432
LOC101928306	5.6821	5.8437	6.8468	7.1421	5.4709	6.7042	4.5457	4.1246	4.9842	4.2882
LOC101928314	4.6398	5.5742	6.033	6.9791	4.5243	6.4298	6.7903	5.5145	4.734	5.7292
LOC101928323	5.1529	6.0785	5.0132	7.8908	3.8918	4.7115	6.068	5.175	2.4191	6.0325
LOC101928326	6.6928	6.124	7.1276	5.8903	5.1533	6.3244	6.5712	4.0645	3.2153	5.5629
LOC101928327	5.5455	6.1658	6.0923	8.1377	6.0062	5.2344	6.2861	5.0985	5.2694	6.1175
LOC101928333	6.3217	5.4251	6.1831	8.6764	4.0857	4.0008	5.2735	4.7481	3.5735	5.4701
LOC101928335	5.7846	6.1556	8.4827	9.1715	6.645	6.5595	6.5782	6.0681	5.7015	6.4858
LOC101928343	6.7186	7.404	8.4255	8.8198	7.4807	8.4516	7.2289	7.205	6.6382	7.5663
LOC101928370	5.4469	5.0991	6.9768	6.4073	3.0157	4.9363	6.3381	3.5996	5.0897	4.6861
LOC101928371	5.7051	7.3248	5.7889	6.8372	5.0027	5.3704	6.6353	5.3179	4.9358	5.2268
LOC101928378	7.5727	8.4318	8.2082	8.7014	7.3318	7.7211	8.4621	9.5202	8.8598	8.9961
LOC101928386	5.1068	4.486	5.0938	6.3247	3.953	5.3763	4.5624	4.231	3.2251	5.1127
LOC101928388	4.9987	4.1702	5.0535	8.2232	3.8723	5.432	3.8455	2.9516	3.653	4.5379
LOC101928389	5.5259	4.4072	5.1609	8.0036	3.2568	5.7448	6.0127	5.0413	2.3768	5.1468
LOC101928399	6.3878	5.3876	6.1316	4.1873	5.7152	6.794	5.2218	6.4868	5.6591	6.6141
LOC101928401	6.2882	5.0734	7.2121	7.4029	5.7746	4.3462	5.2215	3.8384	4.6253	6.4926
