Gene	MembraneinEnsembl
TLR10	Y
TLR2	Y
TLR3	Y
TLR4	Y
TLR5	Y
TLR6	Y
TLR7	Y
TLR8	Y
TLR9	Y
TM2D1	Y
TM2D2	Y
TM2D3	Y
TM4SF1	Y
TM4SF18	Y
TM4SF19	Y
TM4SF20	Y
TM4SF4	Y
TM4SF5	Y
TM6SF1	Y
TM6SF2	Y
TM7SF2	Y
TM7SF3	Y
TM7SF4	N
TM9SF1	Y
TM9SF2	Y
TM9SF3	Y
TM9SF4	Y
TMBIM1	Y
TMBIM4	Y
TMBIM6	Y
TMC1	Y
TMC2	Y
TMC3	Y
TMC4	Y
TMC5	Y
TMC6	Y
TMC7	Y
TMC8	Y
TMCC1	Y
TMCC2	Y
TMCC3	Y
TMCO1	Y
TMCO2	Y
TMCO3	Y
TMCO4	Y
TMCO5A	Y
TMCO6	Y
TMED1	Y
TMED10	Y
TMED2	Y
TMED3	Y
TMED4	Y
TMED5	Y
TMED6	Y
TMED7	Y
TMED8	Y
TMED9	Y
TMEFF1	Y
TMEFF2	Y
TMEM100	Y
TMEM101	Y
TMEM102	Y
TMEM104	Y
TMEM105	Y
TMEM106A	Y
TMEM106B	Y
TMEM106C	Y
TMEM107	Y
TMEM108	Y
TMEM109	Y
TMEM11	Y
TMEM110	Y
TMEM111	N
TMEM115	Y
TMEM116	Y
TMEM117	Y
TMEM119	Y
TMEM120A	Y
TMEM120B	Y
TMEM121	Y
TMEM123	Y
TMEM125	Y
TMEM126A	Y
TMEM126B	Y
TMEM127	Y
TMEM128	Y
TMEM129	Y
TMEM130	Y
TMEM131	Y
TMEM132A	Y
TMEM132B	Y
TMEM132D	Y
TMEM132E	Y
TMEM133	Y
TMEM134	Y
TMEM135	Y
TMEM136	Y
TMEM138	Y
TMEM139	Y
TMEM140	Y
TMEM141	Y
TMEM143	Y
TMEM144	Y
TMEM145	Y
TMEM146	N
TMEM147	Y
TMEM149	N
TMEM14A	Y
TMEM14B	Y
TMEM14C	Y
TMEM150A	Y
TMEM150B	Y
TMEM150C	Y
TMEM151A	Y
TMEM151B	Y
TMEM154	Y
TMEM156	Y
TMEM158	Y
TMEM159	Y
TMEM160	Y
TMEM161A	Y
TMEM161B	Y
TMEM163	Y
TMEM164	Y
TMEM165	Y
TMEM167A	Y
TMEM167B	Y
TMEM168	Y
TMEM169	Y
TMEM17	Y
TMEM170A	Y
TMEM170B	Y
TMEM171	Y
TMEM173	Y
TMEM174	Y
TMEM175	Y
TMEM176A	Y
TMEM176B	Y
TMEM177	Y
TMEM178	N
TMEM179	Y
TMEM179B	Y
TMEM18	Y
TMEM180	N
TMEM181	Y
TMEM182	Y
TMEM183A	Y
TMEM183B	N
TMEM184A	Y
TMEM184B	Y
TMEM184C	Y
TMEM185A	Y
TMEM186	Y
TMEM187	Y
TMEM188	N
TMEM189	Y
TMEM189-UBE2V1	Y
TMEM19	Y
TMEM190	Y
TMEM192	Y
TMEM195	N
TMEM196	Y
TMEM198	Y
TMEM199	Y
TMEM2	Y
TMEM20	N
TMEM200A	Y
TMEM200B	Y
TMEM200C	Y
TMEM201	Y
TMEM202	Y
TMEM203	Y
TMEM204	Y
TMEM205	Y
TMEM206	Y
TMEM207	Y
TMEM208	Y
TMEM209	Y
TMEM211	Y
TMEM213	Y
TMEM214	Y
TMEM215	Y
TMEM216	Y
TMEM217	Y
TMEM218	Y
TMEM219	Y
TMEM22	N
TMEM220	Y
TMEM222	Y
TMEM223	Y
TMEM225	Y
TMEM229A	Y
TMEM229B	Y
TMEM231	Y
TMEM232	Y
TMEM25	Y
TMEM26	Y
TMEM27	Y
TMEM30A	Y
TMEM30B	Y
TMEM31	Y
TMEM33	Y
TMEM37	Y
TMEM38A	Y
TMEM38B	Y
TMEM39A	Y
TMEM39B	Y
TMEM40	Y
TMEM41A	Y
TMEM41B	Y
TMEM42	Y
TMEM43	Y
TMEM44	Y
TMEM45A	Y
TMEM45B	Y
TMEM47	Y
TMEM48	N
TMEM5	Y
TMEM50A	Y
TMEM50B	Y
TMEM51	Y
TMEM52	Y
TMEM53	Y
TMEM54	Y
TMEM55A	Y
TMEM55B	Y
TMEM56	Y
TMEM57	Y
TMEM59	Y
TMEM59L	Y
TMEM60	Y
TMEM61	Y
TMEM62	Y
TMEM63A	Y
TMEM63B	Y
TMEM63C	Y
TMEM64	Y
TMEM65	Y
TMEM66	N
TMEM67	Y
TMEM68	Y
TMEM69	Y
TMEM70	Y
TMEM71	Y
TMEM74	Y
TMEM75	N
TMEM79	Y
TMEM80	Y
TMEM81	Y
TMEM82	Y
TMEM86A	Y
TMEM86B	Y
TMEM87A	Y
TMEM87B	Y
TMEM88	Y
TMEM89	Y
TMEM8A	Y
TMEM8B	Y
TMEM9	Y
TMEM91	Y
TMEM92	Y
TMEM95	Y
TMEM97	Y
TMEM98	Y
TMEM99	Y
TMEM9B	Y
TMF1	Y
TMIE	Y
TMIGD1	Y
TMIGD2	Y
TMOD1	Y
TMPO	Y
TMPPE	Y
TMPRSS11A	Y
TMPRSS11B	Y
TMPRSS11D	Y
TMPRSS11E	Y
TMPRSS11F	Y
TMPRSS12	Y
TMPRSS13	Y
TMPRSS2	Y
TMPRSS3	Y
TMPRSS4	Y
TMPRSS5	Y
TMPRSS6	Y
TMPRSS7	Y
TMPRSS9	Y
TMTC1	Y
TMTC2	Y
TMTC3	Y
TMTC4	Y
TMUB1	Y
TMUB2	Y
TMX1	Y
TMX2	Y
TMX3	Y
TMX4	Y
TNC	Y
TNF	Y
TNFAIP8L3	Y
TNFRSF10A	Y
TNFRSF10B	Y
TNFRSF10C	Y
TNFRSF10D	Y
TNFRSF11A	Y
TNFRSF11B	Y
TNFRSF12A	Y
TNFRSF13B	Y
TNFRSF13C	Y
TNFRSF14	Y
TNFRSF17	Y
TNFRSF18	Y
TNFRSF19	Y
TNFRSF1A	Y
TNFRSF1B	Y
TNFRSF21	Y
TNFRSF25	Y
TNFRSF4	Y
TNFRSF6B	Y
TNFRSF8	Y
TNFRSF9	Y
TNFSF10	Y
TNFSF11	Y
TNFSF12	Y
TNFSF12-TNFSF13	Y
TNFSF13	Y
TNFSF13B	Y
TNFSF14	Y
TNFSF15	Y
TNFSF18	Y
TNFSF4	Y
TNFSF8	Y
TNFSF9	Y
TNIK	Y
TNK1	Y
TNK2	Y
TNKS	Y
TNKS2	Y
TNMD	Y
TNPO1	Y
TNPO2	Y
TNPO3	Y
TNR	Y
TNRC18	Y
TNS1	N
TNS3	N
TNS4	N
TOB1	N
TOLLIP	Y
TOM1	Y
TOM1L1	Y
TOMM20	Y
TOMM20L	Y
TOMM22	Y
TOMM34	Y
TOMM40	Y
TOMM40L	Y
TOMM5	Y
TOMM6	Y
TOMM7	Y
TOR1A	Y
TOR1AIP1	Y
TOR1AIP2	Y
TOR1B	Y
TP53	Y
TP53I11	Y
TP53I13	Y
TP53RK	Y
TPBG	Y
TPCN1	Y
TPCN2	Y
TPM1	Y
TPM4	Y
TPO	Y
TPP2	N
TPR	Y
TPRA1	Y
TPRG1L	Y
TPSG1	Y
TPST1	Y
TPST2	Y
TPT1	N
TPTE	Y
TPTE2	Y
TRA2B	Y
TRADD	Y
TRAF2	Y
TRAF3	Y
TRAF3IP3	Y
TRAF4	Y
TRAF5	Y
TRAF6	Y
TRAF7	Y
TRAK2	Y
TRAM1	Y
TRAM1L1	Y
TRAM2	Y
TRAP1	Y
TRAPPC1	Y
TRAPPC10	Y
TRAPPC2	Y
TRAPPC2L	Y
TRAPPC3	Y
TRAPPC4	Y
TRAPPC5	Y
TRAPPC6A	Y
TRAPPC6B	Y
TRAPPC9	Y
TRAT1	Y
TRDN	Y
TREH	Y
TREM1	Y
TREM2	Y
TREML1	Y
TREML2	Y
TREML4	Y
TREX1	Y
TRGV9	Y
TRH	Y
TRHDE	Y
TRHR	Y
TRIB3	Y
TRIM13	Y
TRIM16	Y
TRIM16L	Y
TRIM21	N
TRIM23	Y
TRIM27	Y
TRIM4	Y
TRIM59	Y
TRIM72	Y
TRIP10	Y
TRIP11	Y
TRIP6	Y
TRO	Y
TROVE2	N
TRPA1	Y
TRPC1	Y
TRPC3	Y
TRPC4	Y
TRPC4AP	Y
TRPC5	Y
TRPC6	Y
TRPC7	Y
TRPM1	Y
TRPM2	Y
TRPM3	Y
TRPM4	Y
TRPM5	Y
TRPM6	Y
TRPM7	Y
TRPM8	Y
TRPV1	Y
TRPV2	Y
TRPV3	Y
TRPV4	Y
TRPV5	Y
TRPV6	Y
TSC1	Y
TSC2	Y
TSG101	Y
TSGA10	Y
TSHR	Y
TSKU	Y
TSNARE1	Y
TSPAN1	Y
TSPAN10	Y
TSPAN11	Y
TSPAN12	Y
TSPAN13	Y
TSPAN14	Y
TSPAN15	Y
TSPAN16	Y
TSPAN17	Y
TSPAN18	Y
TSPAN19	Y
TSPAN2	Y
TSPAN3	Y
TSPAN31	Y
TSPAN32	Y
TSPAN33	Y
TSPAN4	Y
TSPAN5	Y
TSPAN6	Y
TSPAN7	Y
TSPAN8	Y
TSPAN9	Y
TSPO	Y
TSPO2	Y
TST	Y
TTC1	Y
TTC17	Y
TTC19	Y
TTC7A	Y
TTC7B	Y
TTC8	Y
TTF1	Y
TTK	Y
TTLL5	Y
TTPAL	Y
TTYH1	Y
TTYH2	Y
TTYH3	Y
TUB	Y
TUBA1A	Y
TUBA1B	Y
TUBA8	Y
TUBB	Y
TUBD1	Y
TUBGCP2	Y
TUBGCP3	Y
TUBGCP4	Y
TUBGCP6	Y
TUFM	Y
TULP1	Y
TULP3	Y
TUSC3	Y
TUSC5	Y
TWF1	Y
TXK	Y
TXLNA	Y
TXLNB	N
TXNDC11	Y
TXNDC15	Y
TXNDC5	N
TXNL4A	Y
TXNRD1	N
TYK2	Y
TYMS	Y
TYR	Y
TYRO3	Y
TYROBP	Y
TYRP1	Y
TYSND1	Y
TYW1	Y
TYW1B	Y
UAP1	Y
UBA1	Y
UBA5	N
UBA52	Y
UBAC1	Y
UBAC2	Y
UBAP1	Y
UBB	Y
UBC	Y
UBE2B	Y
UBE2C	Y
UBE2D3	Y
UBE2J1	Y
UBE2J2	Y
UBE2N	N
UBE2W	Y
UBIAD1	Y
UBL3	Y
UBL4A	Y
UBQLN1	Y
UBQLN2	Y
UBQLN4	Y
UBR3	Y
UBR4	Y
UBR5	Y
UBXN1	Y
UBXN11	N
UBXN4	Y
UBXN6	Y
UBXN7	Y
UBXN8	Y
UCHL1	Y
UCP1	Y
UCP2	Y
UCP3	Y
UGCG	Y
UGT1A1	Y
UGT1A10	Y
UGT1A3	Y
UGT1A4	Y
UGT1A5	Y
UGT1A6	Y
UGT1A7	Y
UGT1A8	Y
UGT1A9	Y
UGT2A1	Y
UGT2A3	Y
UGT2B10	Y
UGT2B11	Y
UGT2B15	Y
UGT2B17	Y
UGT2B28	Y
UGT2B4	Y
UGT2B7	Y
UGT3A1	Y
UGT3A2	Y
UGT8	Y
ULBP1	Y
ULBP2	Y
ULBP3	Y
ULK1	Y
ULK2	Y
UMOD	Y
UMODL1	Y
UNC119	N
UNC13A	Y
UNC13B	Y
UNC13C	Y
UNC13D	Y
UNC50	Y
UNC5A	Y
UNC5B	Y
UNC5C	Y
UNC5CL	Y
UNC5D	Y
UNC80	Y
UNC93A	Y
UNC93B1	Y
UPK1A	Y
UPK1B	Y
UPK2	Y
UPK3A	Y
UPK3B	Y
UQCR10	Y
UQCR11	Y
UQCRB	Y
UQCRC1	Y
UQCRC2	Y
UQCRFS1	Y
UQCRH	Y
UQCRQ	Y
USE1	Y
USH1C	Y
USH1G	Y
USH2A	Y
USMG5	Y
USO1	Y
USP14	Y
USP17L2	Y
USP19	Y
USP21	Y
USP30	Y
USP32	Y
USP4	Y
USP6	Y
USP6NL	Y
USP8	Y
USP9X	Y
UST	Y
UTP18	Y
UTP20	Y
UTRN	Y
UTS2	N
UTS2R	Y
UVRAG	Y
UXS1	Y
VAC14	Y
VAMP1	Y
VAMP2	Y
VAMP3	Y
VAMP4	Y
VAMP5	Y
VAMP7	Y
VAMP8	Y
VANGL1	Y
VANGL2	Y
VAPA	Y
VAPB	Y
VASN	Y
VASP	Y
VAT1	Y
VAV1	Y
VAV2	Y
VAV3	Y
VCAM1	Y
VCAN	Y
VCL	Y
VCP	Y
VDAC1	Y
VDAC2	Y
VDAC3	Y
VEGFA	Y
VEGFB	Y
VEGFC	Y
VEPH1	Y
VEZT	Y
VHL	Y
VIL1	Y
VIM	Y
VIPR1	Y
VIPR2	Y
VKORC1	Y
VKORC1L1	Y
VLDLR	Y
VMA21	Y
VN1R1	Y
VN1R2	Y
VN1R4	Y
VN1R5	N
VNN1	Y
VNN2	Y
VNN3	Y
VOPP1	Y
VPREB1	N
VPREB3	N
VPS11	Y
VPS13B	N
VPS13C	Y
VPS16	Y
VPS18	Y
VPS25	Y
VPS26A	Y
VPS26B	Y
VPS28	Y
VPS29	Y
VPS33A	Y
VPS33B	Y
VPS35	Y
VPS36	Y
VPS37A	Y
VPS37B	Y
VPS37C	Y
VPS37D	Y
VPS39	Y
VPS41	Y
VPS45	Y
VPS4A	Y
VPS4B	Y
VPS52	Y
VPS53	Y
VPS54	Y
VRK1	Y
VRK2	Y
VSIG1	Y
VSIG10	Y
VSIG2	Y
VSIG4	Y
VSIG8	Y
VSNL1	Y
VSTM1	Y
VSTM2A	Y
VTA1	Y
VTCN1	Y
VTI1A	Y
VTI1B	Y
VTN	Y
VWC2	Y
VWC2L	Y
WARS2	Y
WAS	Y
WASF1	Y
WASL	Y
WBP1	Y
WBP11	N
WBSCR28	N
WDFY3	Y
WDFY4	Y
WDR11	Y
WDR13	Y
WDR17	Y
WDR24	Y
WDR3	Y
WDR41	Y
WDR44	Y
WDR45	Y
WDR59	Y
WDR6	Y
WDR82	Y
WDR83	Y
WFDC10A	N
WFS1	Y
WHAMM	Y
WIPI1	Y
WIPI2	Y
WNK1	Y
WNK2	Y
WNK4	Y
WNT1	Y
WNT2	Y
WNT3	Y
WNT3A	Y
WNT4	Y
WNT5A	Y
WNT5B	Y
WNT6	Y
WNT7A	Y
WNT7B	Y
WRB	Y
WRNIP1	Y
WSCD1	Y
WSCD2	Y
WTAP	Y
WTIP	N
WWC1	Y
WWOX	Y
WWP1	Y
WWP2	Y
XAB2	Y
XBP1	Y
XCR1	Y
XG	Y
XIRP1	N
XK	Y
XKR3	Y
XKR4	Y
XKR5	Y
XKR6	Y
XKR7	Y
XKR8	Y
XKR9	Y
XKRX	Y
XKRY	N
XKRY2	N
XPC	Y
XPNPEP2	Y
XPO1	Y
XPO6	Y
XPR1	Y
XRCC5	Y
XRCC6	Y
XRN1	Y
XRN2	Y
XYLT1	Y
XYLT2	Y
YAP1	N
YBX1	Y
YEATS4	Y
YES1	Y
YIF1A	Y
YIF1B	Y
YIPF1	Y
YIPF2	Y
YIPF3	Y
YIPF4	Y
YIPF5	Y
YIPF6	Y
YIPF7	Y
YKT6	Y
YME1L1	Y
YRDC	Y
YTHDC1	Y
YWHAB	Y
YWHAE	Y
YWHAG	Y
YWHAH	Y
YWHAQ	Y
YWHAZ	Y
ZACN	Y
ZAN	Y
ZAP70	Y
ZBED1	Y
ZBED3	Y
ZBTB1	Y
ZBTB16	Y
ZBTB33	Y
ZBTB42	Y
ZC3H12A	Y
ZC3HC1	Y
ZC4H2	Y
ZDHHC1	Y
ZDHHC11	Y
ZDHHC12	Y
ZDHHC13	Y
ZDHHC14	Y
ZDHHC15	Y
ZDHHC16	Y
ZDHHC17	Y
ZDHHC18	Y
ZDHHC19	Y
ZDHHC2	Y
ZDHHC20	Y
ZDHHC21	Y
ZDHHC22	Y
ZDHHC23	Y
ZDHHC24	Y
ZDHHC3	Y
ZDHHC4	Y
ZDHHC5	Y
ZDHHC6	Y
ZDHHC7	Y
ZDHHC8	Y
ZDHHC9	Y
ZFPL1	Y
ZFYVE1	Y
ZFYVE16	Y
ZFYVE21	Y
ZFYVE26	Y
ZFYVE27	Y
ZFYVE28	Y
ZFYVE9	Y
ZGPAT	Y
ZMAT3	Y
ZMPSTE24	Y
ZMYND11	Y
ZMYND19	Y
ZNF138	Y
ZNF174	Y
ZNF219	Y
ZNF224	Y
ZNF286A	Y
ZNF354C	Y
ZNF365	N
ZNF383	Y
ZNF397	Y
ZNF451	Y
ZNF546	Y
ZNF566	Y
ZNF66	Y
ZNF7	Y
ZNF708	Y
ZNRF1	Y
ZNRF2	Y
ZNRF3	Y
ZNRF4	Y
ZP1	Y
ZP2	Y
ZP3	Y
ZP4	Y
ZPBP	Y
ZPLD1	Y
ZW10	Y
ZYX	Y
CADM1/IGSF4A	N
CADM4/IGSF4C	N
CD107a	N
CD112	N
CD146/MCAM	N
CD155	N
CD185	N
CD25	N
CD271/NGFR	N
CD279/PD1	N
CD280	N
CD281	N
CD30	N
CD301	N
CD353	N
CD362/SDC2	N
CD42c	N
CD43	N
CD45-AP	N
CD49D	N
CD73	N
CD85k/LILRB4	N
CSF1R/CD115	N
DAGLBETA	N
FZD10/CD350	N
GPR175	N
IGF2R/CD222	N
IGHA1	Y
LPPR1/PRG3	N
LPPR3/PRG2	N
LPPR5/PRG5	N
LRRN6A/LINGO1	N
MILR1	Y
MS4A4A/CD20L1	N
MS4A6A/CD20L3	N
MSR1/CD204	N
PCDHB18	N
PTGDR2	Y
SIPR4	N
SLC7A5P2	N
TMEM237	Y
ABHD16A	Y
ABHD17A	Y
ABHD17B	Y
AC002115.2	Y
AC004832.3	Y
AC005324.3	Y
AC005833.1	Y
AC006538.2	Y
AC008764.4	Y
AC009014.1	Y
AC009163.2	Y
AC009163.4	Y
AC009286.3	Y
AC010319.2	Y
AC011604.2	Y
AC012314.10	Y
AC018523.2	Y
AC018709.1	Y
AC020636.2	Y
AC022167.5	Y
AC022400.6	Y
AC024592.3	Y
AC026464.1	Y
AC068580.4	Y
AC073082.1	Y
AC079325.2	Y
AC092442.1	Y
AC092718.3	Y
AC099329.3	Y
AC113189.6	Y
AC113554.2	Y
AC129492.3	Y
AC135050.2	Y
AC136428.1	Y
AC138894.1	Y
AC140504.1	Y
AC233755.1	Y
AC239618.2	Y
AC242528.1	Y
AC244226.1	Y
AC245369.2	Y
AC245369.3	Y
AC245369.4	Y
AC245427.1	Y
AC247036.6	Y
AC254788.1	Y
AC254952.1	Y
AC270227.1	Y
ACKR1	Y
ACKR2	Y
ACKR3	Y
ACKR4	Y
ACP4	Y
ADGRA1	Y
ADGRA2	Y
ADGRA3	Y
ADGRB1	Y
ADGRB2	Y
ADGRB3	Y
ADGRD1	Y
ADGRD2	Y
ADGRE1	Y
ADGRE2	Y
ADGRE3	Y
ADGRE5	Y
ADGRF1	Y
ADGRF2	Y
ADGRF3	Y
ADGRF4	Y
ADGRF5	Y
ADGRG1	Y
ADGRG2	Y
ADGRG3	Y
ADGRG4	Y
ADGRG5	Y
ADGRG6	Y
ADGRG7	Y
ADGRL1	Y
ADGRL2	Y
ADGRL3	Y
ADGRL4	Y
ADGRV1	Y
ADPRM	Y
ADTRP	Y
AF241726.2	Y
AFDN	Y
AFG1L	Y
AGMO	Y
AGO2	Y
AGO3	Y
AGO4	Y
AJUBA	Y
AK6	Y
AK9	Y
AL024498.2	Y
AL136295.3	Y
AL139260.3	Y
AL161911.1	Y
AL355315.1	Y
AL391650.1	Y
AL669918.1	Y
AL691442.1	Y
AMER1	Y
AMER2	Y
AMER3	Y
ANOS1	Y
ANTXRL	Y
AOC1	Y
AP000322.1	Y
AP000350.4	Y
AP004243.1	Y
AP5B1	Y
AP5M1	Y
AP5S1	Y
AP5Z1	Y
APELA	Y
APMAP	Y
APOBR	Y
AREL1	Y
ARFGEF3	Y
ARHGAP32	Y
ARHGAP33	Y
ARHGAP35	Y
ARHGAP44	Y
ARHGAP45	Y
ARHGEF25	Y
ARHGEF28	Y
ARHGEF39	Y
ARIH2OS	Y
ARL14EP	Y
ASIC1	Y
ASIC2	Y
ASIC3	Y
ASIC4	Y
ASIC5	Y
ATAT1	Y
ATG101	Y
ATG13	Y
ATG14	Y
ATP23	Y
ATP5EP2	Y
ATP5L2	Y
ATP6V1G2-DDX39B	Y
ATRAID	Y
AZIN2	Y
B3GLCT	Y
B4GAT1	Y
BAG6	Y
BCL2L2-PABPN1	Y
BEAN1	Y
BECN2	Y
BLOC1S6	Y
BORCS5	Y
BORCS6	Y
BORCS7	Y
BORCS8	Y
BRAT1	Y
BRICD5	Y
BROX	Y
BX248244.1	Y
C10orf105	Y
C10orf128	Y
C15orf38-AP3S2	Y
C16orf92	Y
C19orf38	Y
C1GALT1C1L	Y
C1orf185	Y
C2CD5	Y
C3orf80	Y
C4B_2	Y
C5AR2	Y
C7orf73	Y
CABS1	Y
CACFD1	Y
CARD19	Y
CARMIL1	Y
CARMIL2	Y
CARMIL3	Y
CATIP	Y
CATSPERD	Y
CATSPERE	Y
CATSPERZ	Y
CAVIN1	Y
CAVIN2	Y
CAVIN3	Y
CAVIN4	Y
CBARP	Y
CCDC163	Y
CCDC167	Y
CCDC180	Y
CCDC188	Y
CCDC197	Y
CCZ1	Y
CCZ1B	Y
CD300LD	Y
CDIP1	Y
CDRT15L2	Y
CEBPZOS	Y
CELF1	Y
CEMIP	Y
CEP112	Y
CEP290	Y
CEP41	Y
CEP89	Y
CEP95	Y
CERS1	Y
CERS2	Y
CERS3	Y
CERS4	Y
CERS5	Y
CERS6	Y
CES5A	Y
CFAP126	Y
CFAP157	Y
CFAP47	Y
CFAP54	Y
CFAP65	Y
CHMP3	Y
CHP1	Y
CHP2	Y
CKLF-CMTM1	Y
CLDN24	Y
CLDN25	Y
CLDN34	Y
CLMP	Y
CNEP1R1	Y
CNIH1	Y
CNMD	Y
CNOT9	Y
CNPPD1	Y
CNTNAP3B	Y
CNTRL	Y
COA1	Y
COA3	Y
COA6	Y
COL26A1	Y
COLGALT1	Y
COPG1	Y
COPRS	Y
COQ8A	Y
COQ8B	Y
COX14	Y
COX20	Y
CPTP	Y
CR354443.2	Y
CR936239.1	Y
CRACR2A	Y
CT83	Y
CTAGE15	Y
CTAGE8	Y
CTAGE9	Y
CTDNEP1	Y
CTPS1	Y
CTSV	Y
CTXND1	Y
CU464060.1	Y
CU633980.2	Y
CYB561A3	Y
CYP2D7	Y
CYP3A7-CYP3A51P	Y
CYSTM1	Y
DCSTAMP	Y
DDX39A	Y
DEUP1	Y
DHFR2	Y
DISP3	Y
DMAC1	Y
DMAC2	Y
DMTN	Y
DNAAF1	Y
DNAAF4	Y
DNAJC25-GNG10	Y
DROSHA	Y
DWORF	Y
DXO	Y
DYNAP	Y
DYTN	Y
ECI1	Y
ECI2	Y
EDDM13	Y
ELOA	Y
ELOA2	Y
ELOA3	Y
ELOA3B	Y
ELOA3C	Y
ELOA3D	Y
ELP6	Y
EMC1	Y
EMC10	Y
EMC2	Y
EMC3	Y
EMC4	Y
EMC6	Y
EMC7	Y
EMC8	Y
EMC9	Y
ENDOU	Y
EOGT	Y
EPPIN	Y
EPPIN-WFDC6	Y
EQTN	Y
ERBIN	Y
ERG28	Y
ERMARD	Y
ERO1A	Y
ERO1B	Y
ERVFRD-1	Y
ERVMER34-1	Y
ERVV-1	Y
ERVV-2	Y
ERVW-1	Y
EVA1A	Y
EVA1B	Y
EVA1C	Y
FAM156B	Y
FAM159B	Y
FAM170B	Y
FAM180B	Y
FAM187A	Y
FAM200A	Y
FAM205A	Y
FAM205C	Y
FAM209A	Y
FAM209B	Y
FAM210A	Y
FAM210B	Y
FAM234A	Y
FAM234B	Y
FAM237A	Y
FAXC	Y
FAXDC2	Y
FCGR1B	Y
FCMR	Y
FFAR4	Y
FNDC10	Y
FNDC9	Y
FOCAD	Y
FP565260.3	Y
FREM3	Y
FRMPD3	Y
FRRS1L	Y
FXYD6-FXYD2	Y
FYB1	Y
FYB2	Y
GABRR3	Y
GALNT15	Y
GALNT16	Y
GALNT17	Y
GALNT18	Y
GAREM1	Y
GCN1	Y
GCSAM	Y
GFY	Y
GIMAP1-GIMAP5	Y
GINM1	Y
GJE1	Y
GK3P	Y
GLMP	Y
GNAT3	Y
GNG14	Y
GPAT3	Y
GPAT4	Y
GPER1	Y
GPR137C	Y
GPR33	Y
GRAMD2A	Y
GRAMD2B	Y
GRK2	Y
GRK3	Y
GSG1L2	Y
GU182339.1	Y
GU182351.2	Y
HACD1	Y
HACD2	Y
HACD3	Y
HACD4	Y
HCAR1	Y
HCAR2	Y
HCAR3	Y
HELZ2	Y
HGNC:18790	Y
HGNC:24955	Y
HID1	Y
HIGD2B	Y
HILPDA	Y
HNRNPLL	Y
HOGA1	Y
IFITM10	Y
IFNL1	Y
IFNLR1	Y
IGFLR1	Y
IGHD1-1	Y
IGHE	Y
IGHG2	Y
IGHJ1	Y
IGHV1-18	Y
IGHV1-2	Y
IGHV1-24	Y
IGHV1-3	Y
IGHV1-45	Y
IGHV1-46	Y
IGHV1-58	Y
IGHV1-69	Y
IGHV1OR15-1	Y
IGHV1OR15-9	Y
IGHV2-26	Y
IGHV2-5	Y
IGHV2-70	Y
IGHV2OR16-5	Y
IGHV3-11	Y
IGHV3-13	Y
IGHV3-15	Y
IGHV3-16	Y
IGHV3-20	Y
IGHV3-21	Y
IGHV3-23	Y
IGHV3-30	Y
IGHV3-33	Y
IGHV3-35	Y
IGHV3-38	Y
IGHV3-43	Y
IGHV3-48	Y
IGHV3-49	Y
IGHV3-53	Y
IGHV3-64	Y
IGHV3-66	Y
IGHV3-7	Y
IGHV3-72	Y
IGHV3-73	Y
IGHV3-74	Y
IGHV3OR15-7	Y
IGHV3OR16-10	Y
IGHV3OR16-12	Y
IGHV3OR16-13	Y
IGHV3OR16-8	Y
IGHV3OR16-9	Y
IGHV4-28	Y
IGHV4-31	Y
IGHV4-34	Y
IGHV4-39	Y
IGHV4-4	Y
IGHV4-59	Y
IGHV4-61	Y
IGHV5-51	Y
IGHV6-1	Y
IGHV7-81	Y
IGKJ1	Y
IGKV1-12	Y
IGKV1-16	Y
IGKV1-17	Y
IGKV1-27	Y
IGKV1-33	Y
IGKV1-39	Y
IGKV1-5	Y
IGKV1-6	Y
IGKV1-8	Y
IGKV1-9	Y
IGKV1D-12	Y
IGKV1D-13	Y
IGKV1D-16	Y
IGKV1D-17	Y
IGKV1D-33	Y
IGKV1D-39	Y
IGKV1D-43	Y
IGKV1D-8	Y
IGKV2-24	Y
IGKV2-28	Y
IGKV2-30	Y
IGKV2-40	Y
IGKV2D-26	Y
IGKV2D-28	Y
IGKV2D-29	Y
IGKV2D-30	Y
IGKV2D-40	Y
IGKV3-11	Y
IGKV3-15	Y
IGKV3-20	Y
IGKV3D-11	Y
IGKV3D-15	Y
IGKV3D-20	Y
IGKV3D-7	Y
IGKV4-1	Y
IGKV5-2	Y
IGKV6-21	Y
IGKV6D-21	Y
IGLC3	Y
IGLJ1	Y
IGLL5	Y
IGLV10-54	Y
IGLV1-36	Y
IGLV1-40	Y
IGLV1-44	Y
IGLV1-47	Y
IGLV1-51	Y
IGLV2-11	Y
IGLV2-14	Y
IGLV2-18	Y
IGLV2-23	Y
IGLV2-8	Y
IGLV3-1	Y
IGLV3-10	Y
IGLV3-12	Y
IGLV3-16	Y
IGLV3-19	Y
IGLV3-21	Y
IGLV3-22	Y
IGLV3-25	Y
IGLV3-27	Y
IGLV4-3	Y
IGLV4-60	Y
IGLV4-69	Y
IGLV5-37	Y
IGLV5-45	Y
IGLV5-52	Y
IGLV6-57	Y
IGLV7-43	Y
IGLV7-46	Y
IGLV8-61	Y
IGLV9-49	Y
IGSF23	Y
IL20RB	Y
INAFM1	Y
INAFM2	Y
INTS14	Y
IZUMO1R	Y
IZUMO2	Y
IZUMO3	Y
JADE1	Y
JAML	Y
JPT1	Y
JPT2	Y
KANSL2	Y
KANTR	Y
KAZN	Y
